student_id,level,attendance_rate,num_quizzes,quiz_avg,assignment_avg,mid_sem_score,forum_participation,study_time_hours,dashboard_time_hours,current_gpa,predicted_gpa,target_gpa,final_gpa,risk_category,recommended_action
S05813,400,86.12,4,75.26,74.8,73.64,4,9.76,12.92,3.0,2.26,2.19,2.31,Average,"Maintain steady progress, focus on weak areas"
S05814,200,100.0,16,50.9,64.48,85.95,5,10.07,3.83,3.41,2.43,2.93,2.47,Average,"Maintain steady progress, focus on weak areas"
S05815,100,88.58,9,63.85,62.56,55.22,6,21.95,0.0,3.33,2.49,2.48,2.51,Average,"Maintain steady progress, focus on weak areas"
S05816,100,84.0,10,50.31,54.7,57.94,5,5.2,16.56,3.18,2.1,2.05,2.13,Average,"Maintain steady progress, focus on weak areas"
S05817,100,86.49,8,80.67,63.85,59.21,6,14.76,17.22,3.72,2.0,2.64,2.13,Average,"Maintain steady progress, focus on weak areas"
S05818,300,72.78,8,87.04,80.76,69.45,3,8.79,13.09,3.33,2.31,2.27,2.46,Average,"Maintain steady progress, focus on weak areas"
S05819,400,88.06,8,70.05,82.71,67.79,7,0.0,14.39,3.86,2.21,2.11,2.3,Average,"Maintain steady progress, focus on weak areas"
S05820,200,65.08,8,100.0,79.2,60.04,3,10.18,5.39,3.04,2.57,2.63,2.4,Average,"Maintain steady progress, focus on weak areas"
S05821,400,76.37,8,66.49,64.45,73.22,5,5.37,10.64,2.86,2.22,2.51,2.2,Average,"Maintain steady progress, focus on weak areas"
S05822,200,86.1,9,49.99,69.67,64.39,4,14.84,8.79,4.0,2.28,2.41,2.28,Average,"Maintain steady progress, focus on weak areas"
S05823,300,96.94,15,48.57,62.75,65.44,9,15.93,11.38,2.01,2.25,2.31,1.97,At Risk,Meet academic advisor and review study plan
S05824,300,99.31,7,67.82,91.19,86.86,2,0.0,0.0,3.6,2.68,2.6,2.74,Average,"Maintain steady progress, focus on weak areas"
S05825,100,82.63,11,74.85,82.64,72.2,4,19.22,14.61,2.55,2.35,2.25,2.27,Average,"Maintain steady progress, focus on weak areas"
S05826,200,86.56,9,100.0,56.22,78.09,3,26.21,10.89,3.85,2.8,2.94,2.53,Average,"Maintain steady progress, focus on weak areas"
S05827,300,94.84,10,53.95,78.37,72.61,7,1.92,0.0,2.69,2.38,2.45,2.34,Average,"Maintain steady progress, focus on weak areas"
S05828,100,71.71,8,60.52,62.09,60.1,9,10.79,19.93,3.35,2.25,2.22,2.19,Average,"Maintain steady progress, focus on weak areas"
S05829,200,89.05,9,77.17,79.56,69.56,8,12.63,11.54,2.64,1.95,2.04,2.03,Average,"Maintain steady progress, focus on weak areas"
S05830,300,76.72,4,71.46,84.04,59.05,5,10.14,15.35,3.44,2.46,2.47,2.42,Average,"Maintain steady progress, focus on weak areas"
S05831,400,83.28,9,60.97,39.93,70.46,9,29.55,10.83,3.46,1.7,1.55,1.81,At Risk,Meet academic advisor and review study plan
S05832,200,80.41,5,69.35,100.0,85.31,5,18.13,3.39,2.7,3.19,3.05,3.01,Average,"Maintain steady progress, focus on weak areas"
S05833,400,89.35,8,52.99,88.29,51.57,9,12.28,10.5,2.4,2.55,2.43,2.29,Average,"Maintain steady progress, focus on weak areas"
S05834,200,90.5,7,63.3,65.69,60.62,4,21.34,3.8,3.13,2.08,2.25,2.08,Average,"Maintain steady progress, focus on weak areas"
S05835,400,93.91,7,53.34,74.48,81.87,2,21.21,13.29,2.54,2.15,2.25,2.23,Average,"Maintain steady progress, focus on weak areas"
S05836,300,88.48,11,85.64,83.89,65.41,6,16.62,0.46,2.83,2.45,2.83,2.72,Average,"Maintain steady progress, focus on weak areas"
S05837,400,86.72,14,81.13,50.82,55.32,7,28.25,11.08,2.99,2.19,2.25,2.16,Average,"Maintain steady progress, focus on weak areas"
S05838,200,100.0,12,69.22,79.96,48.64,4,7.85,10.48,2.76,2.12,2.16,2.09,Average,"Maintain steady progress, focus on weak areas"
S05839,300,69.76,12,70.24,80.68,63.89,8,12.08,13.82,3.39,2.2,2.21,2.39,Average,"Maintain steady progress, focus on weak areas"
S05840,300,100.0,16,73.35,85.68,71.23,7,14.53,0.0,2.93,2.64,2.96,2.53,Average,"Maintain steady progress, focus on weak areas"
S05841,200,82.1,4,63.17,63.78,81.47,6,22.27,12.76,2.94,2.64,2.97,2.5,Average,"Maintain steady progress, focus on weak areas"
S05842,100,90.71,12,44.66,78.57,85.81,5,14.92,4.39,2.67,2.65,2.88,2.45,Average,"Maintain steady progress, focus on weak areas"
S05843,100,81.74,7,64.89,86.57,65.07,4,4.26,2.96,4.0,2.61,3.0,2.65,Average,"Maintain steady progress, focus on weak areas"
S05844,100,77.97,7,77.32,63.61,76.58,3,9.52,1.06,3.05,2.16,2.2,1.99,At Risk,Meet academic advisor and review study plan
S05845,400,89.85,11,84.29,82.69,74.54,5,23.0,3.65,3.82,2.28,2.55,2.43,Average,"Maintain steady progress, focus on weak areas"
S05846,100,95.42,9,71.08,63.5,69.82,5,22.76,2.09,3.14,1.69,1.6,1.83,At Risk,Meet academic advisor and review study plan
S05847,100,89.73,10,60.95,68.51,92.31,1,5.53,12.12,2.71,2.24,2.08,2.43,Average,"Maintain steady progress, focus on weak areas"
S05848,300,79.58,13,78.41,54.15,22.61,3,12.18,10.71,2.13,1.26,1.11,1.41,At Risk,Meet academic advisor and review study plan
S05849,200,100.0,18,72.61,45.7,41.1,5,10.39,0.0,3.16,1.99,2.06,2.13,Average,"Maintain steady progress, focus on weak areas"
S05850,300,96.99,15,54.38,85.03,65.09,4,19.41,7.15,3.46,2.46,2.31,2.35,Average,"Maintain steady progress, focus on weak areas"
S05851,100,94.33,7,43.01,87.9,76.18,8,11.63,9.38,3.15,2.3,2.92,2.47,Average,"Maintain steady progress, focus on weak areas"
S05852,400,81.47,9,61.92,79.97,97.73,8,14.51,16.42,2.99,2.09,2.19,2.23,Average,"Maintain steady progress, focus on weak areas"
S05853,400,78.75,10,92.87,62.47,69.54,5,20.81,6.65,3.81,2.01,2.38,2.19,Average,"Maintain steady progress, focus on weak areas"
S05854,400,82.2,14,78.33,84.4,76.23,3,15.88,6.05,2.87,2.6,2.97,2.58,Average,"Maintain steady progress, focus on weak areas"
S05855,200,95.81,4,92.26,77.85,69.7,1,7.35,11.01,3.2,2.45,2.48,2.52,Average,"Maintain steady progress, focus on weak areas"
S05856,400,75.09,8,69.49,81.13,83.18,2,3.32,11.37,4.0,2.58,2.95,2.49,Average,"Maintain steady progress, focus on weak areas"
S05857,100,74.32,5,69.43,79.98,59.28,5,21.19,11.77,3.96,2.56,2.35,2.35,Average,"Maintain steady progress, focus on weak areas"
S05858,100,90.4,10,29.59,67.13,68.94,7,19.73,12.63,2.21,1.79,1.95,1.7,At Risk,Meet academic advisor and review study plan
S05859,100,88.19,10,41.29,76.18,51.65,10,7.26,5.77,2.12,2.19,2.24,2.13,Average,"Maintain steady progress, focus on weak areas"
S05860,300,77.3,15,76.91,70.6,61.06,3,8.67,2.01,3.34,1.9,2.05,2.05,Average,"Maintain steady progress, focus on weak areas"
S05861,200,74.09,10,72.87,76.6,53.85,2,26.79,5.93,3.38,2.15,2.38,2.28,Average,"Maintain steady progress, focus on weak areas"
S05862,300,99.38,7,35.99,84.09,61.08,4,10.27,16.18,2.57,1.92,2.04,1.86,At Risk,Meet academic advisor and review study plan
S05863,100,88.57,6,71.98,67.76,66.48,5,21.78,8.26,2.97,2.36,2.52,2.23,Average,"Maintain steady progress, focus on weak areas"
S05864,200,71.36,7,85.08,83.86,73.96,4,8.56,17.32,2.58,3.14,3.84,3.0,Average,"Maintain steady progress, focus on weak areas"
S05865,300,72.06,11,74.71,75.65,99.58,4,3.5,6.24,2.79,2.8,3.01,2.7,Average,"Maintain steady progress, focus on weak areas"
S05866,200,81.38,4,62.01,73.29,85.47,3,14.89,10.43,3.42,2.18,2.1,2.35,Average,"Maintain steady progress, focus on weak areas"
S05867,300,92.33,11,32.65,73.35,77.18,4,2.65,17.55,2.9,2.56,2.92,2.4,Average,"Maintain steady progress, focus on weak areas"
S05868,100,90.95,20,76.07,83.94,41.12,3,13.63,7.83,3.03,2.25,2.36,2.16,Average,"Maintain steady progress, focus on weak areas"
S05869,400,96.32,10,56.65,72.88,55.41,4,15.93,6.9,1.9,2.09,2.11,2.02,Average,"Maintain steady progress, focus on weak areas"
S05870,300,70.1,8,77.67,73.66,71.05,3,9.74,12.52,4.0,2.66,2.8,2.45,Average,"Maintain steady progress, focus on weak areas"
S05871,100,87.24,12,80.47,94.31,88.27,3,13.54,8.66,2.91,3.0,2.8,2.92,Average,"Maintain steady progress, focus on weak areas"
S05872,100,99.26,15,83.81,84.99,66.64,4,21.82,9.94,3.61,2.59,2.8,2.5,Average,"Maintain steady progress, focus on weak areas"
S05873,300,98.33,8,75.72,89.23,77.21,5,20.96,16.65,3.45,2.64,2.65,2.76,Average,"Maintain steady progress, focus on weak areas"
S05874,400,88.59,14,64.81,94.69,50.49,5,10.1,16.74,2.71,2.28,2.51,2.32,Average,"Maintain steady progress, focus on weak areas"
S05875,200,100.0,17,78.79,78.03,56.73,7,1.08,3.67,3.95,2.13,2.16,1.98,At Risk,Meet academic advisor and review study plan
S05876,200,91.09,15,54.78,100.0,66.06,7,19.26,7.36,3.68,2.51,2.8,2.69,Average,"Maintain steady progress, focus on weak areas"
S05877,400,95.43,12,89.81,80.85,39.54,4,17.45,13.44,2.2,2.31,2.34,2.39,Average,"Maintain steady progress, focus on weak areas"
S05878,300,85.44,11,59.76,59.16,79.03,6,30.8,3.9,3.31,2.18,2.22,2.09,Average,"Maintain steady progress, focus on weak areas"
S05879,200,77.19,9,97.18,68.74,84.22,3,4.17,11.87,3.04,3.25,3.21,2.91,Average,"Maintain steady progress, focus on weak areas"
S05880,200,76.25,8,66.26,55.74,80.82,7,17.95,14.24,3.84,2.18,2.39,2.19,Average,"Maintain steady progress, focus on weak areas"
S05881,100,86.82,10,77.42,88.99,45.51,9,3.31,4.62,2.75,1.93,2.22,2.12,Average,"Maintain steady progress, focus on weak areas"
S05882,300,82.88,12,71.89,77.63,68.16,4,21.91,9.55,2.63,2.34,2.73,2.35,Average,"Maintain steady progress, focus on weak areas"
S05883,200,67.31,8,42.98,69.08,57.16,7,14.04,17.95,3.08,1.89,1.77,2.2,Average,"Maintain steady progress, focus on weak areas"
S05884,400,74.74,11,78.05,77.16,60.32,6,16.14,14.89,3.26,2.27,2.36,2.18,Average,"Maintain steady progress, focus on weak areas"
S05885,200,81.82,15,58.46,72.8,29.62,5,28.49,8.98,3.23,1.95,2.36,1.82,At Risk,Meet academic advisor and review study plan
S05886,200,92.27,6,68.2,64.55,80.45,4,12.94,19.49,2.63,2.6,2.64,2.6,Average,"Maintain steady progress, focus on weak areas"
S05887,300,84.84,15,70.71,100.0,87.92,2,11.57,20.48,3.63,2.84,3.24,3.13,Average,"Maintain steady progress, focus on weak areas"
S05888,400,84.28,5,54.56,76.81,32.9,7,12.48,18.07,3.61,1.69,1.65,1.64,At Risk,Meet academic advisor and review study plan
S05889,400,75.13,10,60.93,76.05,52.69,3,18.75,15.43,2.53,2.19,2.25,2.13,Average,"Maintain steady progress, focus on weak areas"
S05890,200,85.23,10,88.84,73.83,75.3,6,11.51,17.33,2.09,2.31,2.5,2.44,Average,"Maintain steady progress, focus on weak areas"
S05891,300,98.19,6,50.25,60.98,67.99,16,10.14,6.49,3.06,1.85,1.87,1.86,At Risk,Meet academic advisor and review study plan
S05892,300,86.56,15,78.86,54.15,69.51,0,13.48,8.38,2.84,2.04,2.2,2.17,Average,"Maintain steady progress, focus on weak areas"
S05893,200,69.93,6,64.32,90.16,61.73,2,19.71,0.0,2.94,2.66,2.73,2.35,Average,"Maintain steady progress, focus on weak areas"
S05894,100,72.48,11,84.99,69.44,78.89,3,11.93,11.93,2.49,2.58,2.46,2.58,Average,"Maintain steady progress, focus on weak areas"
S05895,200,90.89,11,80.59,48.29,50.91,2,16.12,0.0,3.0,1.85,1.86,1.68,At Risk,Meet academic advisor and review study plan
S05896,100,82.76,11,59.58,57.34,80.84,4,19.31,16.05,2.64,2.11,1.96,2.25,Average,"Maintain steady progress, focus on weak areas"
S05897,400,84.25,13,80.27,82.15,69.88,7,17.74,9.64,2.82,2.56,2.95,2.4,Average,"Maintain steady progress, focus on weak areas"
S05898,200,78.87,10,61.46,83.33,68.38,3,15.59,15.58,3.34,2.56,2.61,2.54,Average,"Maintain steady progress, focus on weak areas"
S05899,400,90.03,12,95.66,69.5,95.78,6,12.27,8.29,2.67,2.7,2.78,2.89,Average,"Maintain steady progress, focus on weak areas"
S05900,300,81.99,12,71.81,88.55,71.07,4,19.03,9.86,3.15,2.44,2.24,2.3,Average,"Maintain steady progress, focus on weak areas"
S05901,300,83.13,10,64.92,58.2,70.24,5,20.72,13.89,3.48,2.31,2.7,2.28,Average,"Maintain steady progress, focus on weak areas"
S05902,300,76.49,9,63.7,94.22,62.58,5,6.16,10.51,3.57,2.89,2.88,2.74,Average,"Maintain steady progress, focus on weak areas"
S05903,100,94.22,12,64.67,55.05,63.98,7,21.33,6.19,3.58,1.83,2.27,2.05,Average,"Maintain steady progress, focus on weak areas"
S05904,200,82.79,12,65.6,81.45,93.15,7,12.2,5.57,1.98,3.03,3.32,2.8,Average,"Maintain steady progress, focus on weak areas"
S05905,100,91.08,14,80.77,77.94,90.28,5,1.41,13.73,3.35,2.78,3.06,2.55,Average,"Maintain steady progress, focus on weak areas"
S05906,300,73.06,13,62.55,84.89,67.28,5,7.32,16.88,3.06,2.67,2.68,2.66,Average,"Maintain steady progress, focus on weak areas"
S05907,200,100.0,6,57.41,53.84,100.0,7,12.46,1.57,2.71,2.37,2.47,2.28,Average,"Maintain steady progress, focus on weak areas"
S05908,400,97.77,7,86.1,71.71,62.1,1,27.83,7.67,2.32,2.48,2.0,2.34,Average,"Maintain steady progress, focus on weak areas"
S05909,100,65.9,7,90.41,87.59,77.77,3,9.24,15.7,3.14,2.69,3.09,2.82,Average,"Maintain steady progress, focus on weak areas"
S05910,100,76.98,12,58.31,61.94,75.79,4,6.07,9.07,2.83,2.34,2.43,2.27,Average,"Maintain steady progress, focus on weak areas"
S05911,200,89.78,6,65.62,92.2,59.85,6,18.84,13.0,3.27,2.15,2.44,2.38,Average,"Maintain steady progress, focus on weak areas"
S05912,400,71.8,8,88.65,51.09,75.97,7,26.29,17.39,2.31,2.4,2.4,2.27,Average,"Maintain steady progress, focus on weak areas"
S05913,300,83.68,6,76.89,54.51,58.62,6,27.07,13.55,3.76,2.46,2.54,2.28,Average,"Maintain steady progress, focus on weak areas"
S05914,200,89.27,9,93.98,64.61,89.04,5,13.15,6.43,2.74,2.84,3.11,2.93,Average,"Maintain steady progress, focus on weak areas"
S05915,300,83.15,9,80.48,82.66,73.96,5,4.64,12.3,3.49,3.01,2.9,2.92,Average,"Maintain steady progress, focus on weak areas"
S05916,100,90.39,12,77.27,91.91,67.65,8,8.97,21.38,2.46,2.72,2.84,2.78,Average,"Maintain steady progress, focus on weak areas"
S05917,400,78.07,9,64.57,66.9,66.85,2,11.25,5.79,2.75,2.1,2.01,2.24,Average,"Maintain steady progress, focus on weak areas"
S05918,300,62.56,11,55.35,77.66,76.11,8,7.58,1.17,3.01,2.23,2.45,2.27,Average,"Maintain steady progress, focus on weak areas"
S05919,200,94.82,9,51.9,90.03,38.04,8,18.09,16.52,3.74,1.95,1.77,1.82,At Risk,Meet academic advisor and review study plan
S05920,300,94.76,13,69.56,82.33,81.04,5,35.72,10.57,3.5,2.95,3.02,2.94,Average,"Maintain steady progress, focus on weak areas"
S05921,100,100.0,5,91.13,100.0,65.59,4,2.41,1.58,2.34,2.89,2.81,2.78,Average,"Maintain steady progress, focus on weak areas"
S05922,400,62.93,19,54.28,67.27,55.48,6,16.8,12.98,2.93,2.15,2.34,2.11,Average,"Maintain steady progress, focus on weak areas"
S05923,100,92.51,11,68.15,90.38,60.13,2,8.79,18.35,3.09,2.46,2.69,2.43,Average,"Maintain steady progress, focus on weak areas"
S05924,300,65.31,10,45.1,65.92,74.93,1,1.55,12.39,4.0,2.02,2.26,1.93,At Risk,Meet academic advisor and review study plan
S05925,100,100.0,6,90.76,79.21,59.66,2,26.14,8.41,2.99,2.68,2.75,2.58,Average,"Maintain steady progress, focus on weak areas"
S05926,300,89.88,8,57.86,75.97,64.29,8,12.94,5.05,4.0,2.31,2.47,2.33,Average,"Maintain steady progress, focus on weak areas"
S05927,400,75.48,11,100.0,79.26,95.91,3,12.04,12.67,3.44,2.61,2.62,2.9,Average,"Maintain steady progress, focus on weak areas"
S05928,300,92.8,7,76.93,61.69,57.16,3,32.51,11.32,4.0,2.05,2.61,2.27,Average,"Maintain steady progress, focus on weak areas"
S05929,300,79.47,10,93.15,68.49,45.48,5,9.82,8.29,2.52,1.6,1.74,1.65,At Risk,Meet academic advisor and review study plan
S05930,400,88.0,15,43.96,63.72,63.78,6,22.5,16.42,3.14,1.84,1.9,1.9,At Risk,Meet academic advisor and review study plan
S05931,100,87.06,7,32.84,67.38,56.99,4,12.88,8.01,3.03,2.34,2.46,2.17,Average,"Maintain steady progress, focus on weak areas"
S05932,200,100.0,14,64.24,73.87,87.39,8,14.68,13.52,2.75,2.2,2.36,2.46,Average,"Maintain steady progress, focus on weak areas"
S05933,100,100.0,7,70.62,63.09,57.7,6,13.17,10.21,2.21,1.99,2.34,1.9,At Risk,Meet academic advisor and review study plan
S05934,400,79.03,5,79.38,66.17,51.76,2,23.47,3.39,3.15,2.44,2.55,2.26,Average,"Maintain steady progress, focus on weak areas"
S05935,200,95.58,15,93.1,82.01,84.62,2,24.3,10.92,3.46,3.02,3.02,2.97,Average,"Maintain steady progress, focus on weak areas"
S05936,300,88.55,11,65.36,78.87,62.6,7,26.08,15.38,2.49,2.78,2.84,2.52,Average,"Maintain steady progress, focus on weak areas"
S05937,300,70.87,11,63.62,95.45,91.49,2,27.05,9.29,2.02,2.45,2.4,2.67,Average,"Maintain steady progress, focus on weak areas"
S05938,100,78.04,14,66.59,76.73,61.91,7,32.68,10.96,3.37,2.45,2.71,2.51,Average,"Maintain steady progress, focus on weak areas"
S05939,100,100.0,9,75.49,96.07,42.28,5,11.12,15.46,3.12,2.34,2.17,2.36,Average,"Maintain steady progress, focus on weak areas"
S05940,200,88.58,13,51.36,56.85,52.06,4,15.31,5.54,3.0,2.22,2.27,2.22,Average,"Maintain steady progress, focus on weak areas"
S05941,200,95.0,7,43.05,52.55,31.53,3,18.1,0.0,3.59,1.53,1.45,1.67,At Risk,Meet academic advisor and review study plan
S05942,100,82.88,13,74.88,70.61,29.18,4,23.67,12.17,2.98,1.62,2.02,1.66,At Risk,Meet academic advisor and review study plan
S05943,100,79.6,9,49.73,69.56,69.77,6,2.98,6.61,3.67,2.2,2.13,2.13,Average,"Maintain steady progress, focus on weak areas"
S05944,400,85.27,11,87.14,65.79,79.99,1,13.72,15.91,2.89,2.6,3.0,2.45,Average,"Maintain steady progress, focus on weak areas"
S05945,400,82.34,7,36.87,69.89,87.46,4,8.58,10.97,3.57,2.35,2.46,2.18,Average,"Maintain steady progress, focus on weak areas"
S05946,200,70.07,10,58.22,83.87,72.82,6,19.98,9.25,3.24,2.44,2.37,2.44,Average,"Maintain steady progress, focus on weak areas"
S05947,200,74.97,9,49.72,69.78,84.08,4,9.54,13.2,2.92,2.5,2.44,2.3,Average,"Maintain steady progress, focus on weak areas"
S05948,100,92.08,12,59.9,83.3,62.04,7,22.09,1.57,3.11,2.7,2.48,2.56,Average,"Maintain steady progress, focus on weak areas"
S05949,300,81.19,11,56.8,89.89,77.49,3,9.66,18.04,2.59,2.63,2.95,2.4,Average,"Maintain steady progress, focus on weak areas"
S05950,400,85.26,3,86.88,84.06,41.22,2,16.12,14.79,3.72,2.05,2.08,2.01,Average,"Maintain steady progress, focus on weak areas"
S05951,100,87.35,12,100.0,72.44,63.17,3,6.27,15.15,3.71,2.37,2.55,2.63,Average,"Maintain steady progress, focus on weak areas"
S05952,100,88.13,8,51.61,69.87,87.65,1,7.45,11.19,2.59,2.44,2.43,2.45,Average,"Maintain steady progress, focus on weak areas"
S05953,400,96.47,11,59.6,90.66,61.57,5,14.17,8.68,4.0,2.2,2.36,2.5,Average,"Maintain steady progress, focus on weak areas"
S05954,300,74.01,6,67.83,95.01,66.66,2,28.84,12.99,2.44,2.06,2.01,2.03,Average,"Maintain steady progress, focus on weak areas"
S05955,100,90.7,12,54.11,78.74,88.55,3,24.56,9.02,3.6,2.59,3.01,2.8,Average,"Maintain steady progress, focus on weak areas"
S05956,300,92.55,10,78.38,84.68,75.31,4,24.06,8.7,2.79,2.6,2.79,2.69,Average,"Maintain steady progress, focus on weak areas"
S05957,200,94.86,10,49.22,82.44,47.25,7,15.19,16.88,3.11,2.4,2.54,2.22,Average,"Maintain steady progress, focus on weak areas"
S05958,200,70.87,3,79.15,67.19,85.61,2,13.17,7.74,3.71,2.1,2.2,2.51,Average,"Maintain steady progress, focus on weak areas"
S05959,400,87.55,8,71.34,76.42,88.43,8,23.78,10.75,3.01,2.35,2.46,2.41,Average,"Maintain steady progress, focus on weak areas"
S05960,400,100.0,10,81.32,79.32,55.05,5,21.7,6.54,3.1,2.8,2.98,2.68,Average,"Maintain steady progress, focus on weak areas"
S05961,200,84.01,11,69.83,91.46,89.65,5,16.2,12.41,2.72,2.75,2.58,2.91,Average,"Maintain steady progress, focus on weak areas"
S05962,400,89.83,12,80.99,73.18,73.31,7,15.47,12.9,2.88,2.01,2.11,1.95,At Risk,Meet academic advisor and review study plan
S05963,200,92.8,8,77.97,60.85,71.17,7,29.79,6.56,3.37,2.11,1.94,2.27,Average,"Maintain steady progress, focus on weak areas"
S05964,400,74.75,8,67.29,73.24,46.83,7,9.14,7.23,3.9,2.32,2.77,2.09,Average,"Maintain steady progress, focus on weak areas"
S05965,200,100.0,6,78.37,72.79,83.55,6,19.99,7.1,3.62,2.43,2.4,2.49,Average,"Maintain steady progress, focus on weak areas"
S05966,400,90.0,7,91.37,65.99,79.27,8,20.87,11.97,3.38,2.21,2.51,2.19,Average,"Maintain steady progress, focus on weak areas"
S05967,400,90.2,14,43.2,87.17,81.88,4,18.29,10.97,3.34,2.54,2.6,2.62,Average,"Maintain steady progress, focus on weak areas"
S05968,100,68.38,12,39.56,88.11,79.09,3,8.39,1.04,2.9,2.73,2.87,2.64,Average,"Maintain steady progress, focus on weak areas"
S05969,400,92.95,12,89.47,45.02,72.74,7,19.85,4.08,2.42,1.97,2.09,1.98,At Risk,Meet academic advisor and review study plan
S05970,400,90.06,4,83.49,90.3,61.5,4,14.97,5.61,3.16,2.43,2.65,2.55,Average,"Maintain steady progress, focus on weak areas"
S05971,400,100.0,7,91.44,78.61,86.89,5,16.09,7.69,2.51,2.47,2.79,2.38,Average,"Maintain steady progress, focus on weak areas"
S05972,100,81.89,8,68.38,76.27,40.44,10,24.76,7.82,3.23,1.78,1.92,1.74,At Risk,Meet academic advisor and review study plan
S05973,400,75.12,7,96.31,81.03,89.96,5,17.28,14.88,3.7,2.55,2.65,2.86,Average,"Maintain steady progress, focus on weak areas"
S05974,400,78.18,9,100.0,54.08,72.91,2,12.86,11.85,3.12,2.61,2.97,2.43,Average,"Maintain steady progress, focus on weak areas"
S05975,200,79.95,11,87.3,69.29,52.11,4,24.23,0.0,2.8,1.84,1.51,2.04,Average,"Maintain steady progress, focus on weak areas"
S05976,400,73.81,7,78.73,83.2,58.58,7,19.4,3.41,3.81,2.63,2.73,2.42,Average,"Maintain steady progress, focus on weak areas"
S05977,100,97.9,9,81.02,81.48,63.42,2,0.67,4.24,3.54,2.41,2.53,2.37,Average,"Maintain steady progress, focus on weak areas"
S05978,100,98.28,17,72.53,70.92,92.14,3,20.29,0.38,2.75,2.32,2.4,2.38,Average,"Maintain steady progress, focus on weak areas"
S05979,300,83.04,7,74.82,75.66,66.86,6,8.46,0.9,3.56,2.49,2.74,2.41,Average,"Maintain steady progress, focus on weak areas"
